MA_h,Threshold,Hold_h,TopN,sharpe,sortino,maxdd,ann_ret,total_ret,win_rate,active_days
52,-0.7,26,10,1.6509896228957597,2.461598212439434,-0.12498125199427101,0.2343190771041863,3.7626885946932918,0.5315139701104613,1539
52,-0.9,8,20,1.6431180383359587,2.296405219537711,-0.10177654279164317,0.21896742225774424,3.3406424662819827,0.5457697642163661,1442
52,-0.8,13,5,1.6426982067324924,2.6059481754903517,-0.09463799223493352,0.21540790029314283,3.247542979696199,0.5269179004037685,1486
156,-0.5,26,20,1.6367061125768558,2.375503363739033,-0.16992076569552728,0.24112278450986224,3.9608023049497083,0.5539568345323741,1529
104,-0.6,26,10,1.6316430762334275,2.369332324738243,-0.12252583936431105,0.24532974354597958,4.086836442480947,0.5400516795865633,1548
26,-0.8,13,10,1.6295011908122166,2.1257033139645167,-0.1236635538097206,0.21639244741376218,3.273119361134916,0.5333773959021811,1513
156,-0.6,26,10,1.6212404796857076,2.369593094131325,-0.1696807928345423,0.2420294635190552,3.987734193259765,0.5585349901896665,1529
156,-0.8,52,10,1.6119183361618414,2.388823558646279,-0.13667027657058817,0.257843625163809,4.478251442110605,0.5499008592200926,1513
208,-0.5,13,20,1.610840901712282,2.322623309516821,-0.173177012285764,0.205903304567568,3.00736491419915,0.5414473684210527,1520
208,-0.8,52,10,1.6088774045320842,2.2403238955740448,-0.1512074924761242,0.2749702290902474,5.056027923041066,0.5465191932335719,1537
208,-0.6,26,10,1.606749494647894,2.335224837420618,-0.16968079283454207,0.2398372800336992,3.9228335031917805,0.5467015022860875,1531
104,-0.8,6,5,1.5999525548745925,2.566267523775298,-0.08219942088852572,0.1932235843783563,2.7052993910217293,0.5261371350984385,1473
52,-0.7,6,20,1.5947883576122626,2.5670014769728526,-0.10221770123715157,0.17033474409588933,2.2096516110554885,0.5250166777851901,1499
208,-0.5,26,20,1.5940080816284399,2.308285491172602,-0.16377860461818583,0.23217338366434848,3.7016463485875155,0.5460483344219464,1531
104,-0.8,52,10,1.5883497596259306,2.3125316968912544,-0.13901336187445168,0.25610004567987454,4.422200182468532,0.5479274611398963,1544
208,-0.8,8,5,1.5856199778347513,2.2876910511236592,-0.11483598677905404,0.19615150267147108,2.773241369749353,0.547700754975978,1457
208,-0.9,26,20,1.5840364994388114,2.2304778206191616,-0.18097498919420008,0.2927572324621339,5.711166372484688,0.5412907702984039,1441
52,-0.9,26,5,1.582522972539532,2.452546654909095,-0.15233467857833416,0.23275353935437515,3.7180838943964902,0.5392422192151556,1478
156,-0.7,52,20,1.5794246587925524,2.1384165222735914,-0.1302903698573914,0.259839883112704,4.543040483301952,0.5570687418936446,1542
52,-0.9,4,20,1.5760628526283438,2.4669502035226016,-0.13682453170243125,0.23639269922728467,3.822330767823485,0.5293696275071633,1396
208,-0.7,52,20,1.5753904039858346,2.3224723714291664,-0.15279162016722891,0.2557728401240513,4.411736907861034,0.546692607003891,1542
156,-0.8,6,5,1.5746289767139243,2.4251269090734406,-0.12010009371114361,0.18757053895733367,2.577110571770488,0.5378266850068776,1454
104,-0.5,13,20,1.5740132662825097,2.2489810456629415,-0.13845388749217047,0.19953308713389095,2.8530494440328544,0.5443786982248521,1521
208,-0.9,26,10,1.5731573752040375,2.2191074002239866,-0.17319358582860378,0.29071082567135864,5.632800430529956,0.5426786953504511,1441
156,-0.9,52,20,1.5687229313242406,2.109657418706795,-0.16715673805445797,0.2708364900042517,4.9119569459253185,0.5529332434254889,1483
208,-0.8,6,5,1.5612466716442601,2.381856212277175,-0.11989744795492263,0.18661299407441834,2.5557817099150237,0.5344827586206896,1450
208,-0.7,26,5,1.5576881005783272,2.2885914348259377,-0.12760199627856927,0.23786626465078697,3.865105647781977,0.5507915567282322,1516
26,-0.9,13,5,1.5572845008021847,2.4930829659389677,-0.1452980570271204,0.23742543333501498,3.852274856231209,0.5424304141208418,1473
104,-0.9,13,20,1.5529854359168276,2.295425304945171,-0.14108578129369354,0.2571375918662606,4.4554943258249695,0.5388967468175389,1414
156,-0.4,26,20,1.5511130979772876,2.2506881192566124,-0.18167870408362563,0.22753314466101537,3.5719476063385507,0.5521035598705502,1545
208,-0.6,13,10,1.549850623904974,2.2403290071685897,-0.14912711355644037,0.2058138006973762,3.005160245774955,0.544137022397892,1518
104,-0.9,2,20,1.5444265216217605,2.6455504709268673,-0.1907360583594686,0.22118143319597872,3.3994361653894156,0.5153788447111778,1333
156,-0.9,52,10,1.5440486053563902,2.078033637206266,-0.16725141489207584,0.26656165908394214,4.7660966639106235,0.5509103169251517,1483
