ma_window,bubble_thr,mom_lb,hold_h,top_n,annual_ret,sharpe,max_dd,win_rate,n_trades,total_ret
2000,-0.8,13,8,10,7.113855467921759e-05,0.5676661274520698,-0.010041158652610682,46.15384615384615,13,0.000416093519575611
2000,-0.6,10,4,5,0.0010017220348135236,0.5647460807285349,-0.056768994794071936,55.84415584415584,77,0.005872362796075947
1500,-0.9,6,4,5,0.0003581129636107683,0.46003369654955756,-0.030403591873871982,39.02439024390244,41,0.0020960810707384425
2000,-0.6,40,52,5,3.0443094372278878e-05,0.45903706840651093,-0.0041558539644303005,27.27272727272727,11,0.00017804585456859812
2000,-0.8,10,2,10,0.000359731938272434,0.4082910936939391,-0.06542827841200127,47.72727272727273,44,0.0021055654004729085
2000,-0.6,40,20,20,5.567925789917716e-05,0.38730620410624744,-0.011331740332066187,45.0,20,0.0003256589948568145
1500,-0.9,13,2,5,0.0005867896128766148,0.3849251508328222,-0.05440216269328224,44.73684210526316,76,0.003436459295063532
1500,-0.9,3,4,20,0.00023364063654107703,0.3790068620480274,-0.028204891920746045,43.90243902439025,41,0.001367116017223724
2000,-0.7,10,2,5,0.0005716011323473325,0.37607715211007037,-0.10592074221968262,39.77272727272727,88,0.0033473866222435422
1500,-0.9,2,8,5,0.0001046606063166422,0.3378045970520427,-0.020355607441453927,45.83333333333333,24,0.0006122156840506765
2000,-0.5,3,26,10,5.6693683123221206e-05,0.32835696540251347,-0.008319342100909677,46.42857142857143,28,0.0003315930196905459
2000,-0.5,20,13,10,0.00012939238439213518,0.30890492066454267,-0.01682531680522381,44.89795918367347,49,0.0007569304169672275
2000,-0.6,13,40,5,1.2979807616275707e-05,0.2637140503592286,-0.004616605689530151,50.0,12,7.590894291853445e-05
2000,-0.6,26,6,10,0.00014191747689440426,0.25699597507795374,-0.03225283931736578,47.27272727272727,55,0.0008302259597452455
2000,-0.5,13,8,5,0.00019791641952870975,0.25312494178482836,-0.029427624824379328,46.478873239436616,71,0.0011579803955530377
2000,-0.6,20,4,5,0.00023135519834305285,0.24307678216805917,-0.04796696321801652,50.649350649350644,77,0.0013537355903596726
1000,-0.9,3,6,20,3.7018848044967356e-05,0.21015961812430434,-0.015766485867399704,41.17647058823529,17,0.0002165074750950513
2000,-0.9,10,4,5,-7.265647305021439e-05,0.19678283488844578,-0.029368379720541626,54.54545454545454,11,-0.0004248238083710554
2000,-0.6,3,6,10,5.662236306958057e-05,0.14933228741465815,-0.03206938459082531,56.36363636363636,55,0.00033117582192532247
2000,-0.6,13,2,5,-8.795389390592323e-05,0.14623525948091237,-0.0828960838872419,48.59154929577465,142,-0.0005142490559024715
2000,-0.6,3,20,10,8.913424619505506e-06,0.09688965085815344,-0.006272201937099542,55.00000000000001,20,5.212727270964557e-05
1000,-0.9,2,8,20,2.473362319621586e-06,0.0910521769496808,-0.010164033978893539,35.714285714285715,14,1.4464431456806537e-05
2000,-0.5,20,8,5,-1.552506027713285e-05,0.06179719247239342,-0.03334857380155054,43.66197183098591,71,-9.078790090299993e-05
2000,-0.8,20,4,5,-1.580724262750799e-05,0.0581318041044355,-0.02851802088389932,58.333333333333336,24,-9.243799186375856e-05
1500,-0.9,10,2,10,-0.000489974106098523,0.049122269376669594,-0.057277089612429055,36.84210526315789,76,-0.0028619916035691473
1500,-0.9,6,4,10,-0.00011328042401326233,0.006219671344637121,-0.02721477826314489,46.34146341463415,41,-0.0006622876181598958
2000,-0.6,26,20,10,-4.75137459943209e-06,0.00555749740861629,-0.010331080321338337,45.0,20,-2.7785952786185675e-05
2000,-0.6,26,13,20,-2.491627300160726e-05,-0.029158319450476027,-0.015218888819069076,37.93103448275862,29,-0.00014570279206227443
