Lookback,Z_Thresh,Hold,TopN,Direction,Ann_Ret,Sharpe,Sortino,MaxDD,Trades,Total_Ret
13,1.5,13,20,LONG,0.08844157623035565,0.3860972031981594,0.5231344899206529,-0.4211238733567254,748,0.6414897328437363
26,1.5,26,10,LONG,0.09101824649262125,0.3848742596840957,0.5567835576068212,-0.49012613552937656,374,0.6643454833042524
52,2.0,13,20,LONG,0.09300726857926622,0.3810682189709201,0.5755865502307501,-0.5080336037029674,745,0.6821685150840375
104,2.0,13,20,LONG,0.09104434304032072,0.37584529210890905,0.5677192055916591,-0.49329451975141925,740,0.6645783089044144
13,1.5,8,5,LONG,0.09320612169542564,0.37545410582728805,0.5790407068211757,-0.6638731073135851,1215,0.6839590442704897
156,1.5,26,20,LONG,0.08537337240787801,0.3731037270174946,0.5780154456389998,-0.5367473338390307,369,0.6146139385101261
52,4.0,26,5,LONG,0.0775405051260758,0.36934207152457055,0.6141325971603347,-0.777548828454089,360,0.5476520133660223
52,4.0,26,10,LONG,0.07479384498617692,0.3648327743122252,0.6061859300878278,-0.7839013910512643,360,0.5247236685652137
52,4.0,26,20,LONG,0.07479384498617692,0.3648327743122252,0.6061859300878278,-0.7839013910512643,360,0.5247236685652137
52,1.5,13,20,LONG,0.08155066153291357,0.3618139979739319,0.554000396000666,-0.4557299867283141,745,0.5816404294914745
156,2.5,13,5,LONG,0.0877579505328474,0.3556963837556652,0.5888303759521791,-0.5574207187949989,733,0.6354696664907495
26,2.0,26,10,LONG,0.08209050738937229,0.35092884620274273,0.5168770881406,-0.4992290645789814,374,0.5862628257249438
26,2.0,8,5,LONG,0.08338949184383448,0.3478225575728868,0.5005429266877023,-0.629270531848825,1213,0.5974312112012155
26,1.5,13,20,LONG,0.07769072768209151,0.3463022781059138,0.4968410451224751,-0.5065749678902693,747,0.548914226369736
13,2.0,13,5,LONG,0.08089208972678619,0.34022951566430815,0.520208548222873,-0.6599804257801092,748,0.5760165753642303
26,3.0,26,5,LONG,0.07083271975140715,0.33046909812122177,0.5033577568336286,-0.7991478492267008,370,0.492153744723151
104,3.5,8,20,LONG,0.06068378913703265,0.33043630355566944,0.49481586600543165,-0.6883795261016381,1145,0.41132744742115346
104,3.5,8,10,LONG,0.06068378913703265,0.33043630355566944,0.49481586600543165,-0.6883795261016381,1145,0.41132744742115346
52,4.0,4,20,LONG,0.047405761986463846,0.3257694972347371,0.4930059991200781,-0.7907433246654212,1933,0.3110923091736968
52,4.0,4,10,LONG,0.047405761986463846,0.3257694972347371,0.4930059991200781,-0.7907433246654212,1933,0.3110923091736968
104,4.0,26,5,LONG,0.049243272384966064,0.3210375227678272,0.46821744754722444,-0.7525487656072536,360,0.3246007814981815
104,4.0,26,10,LONG,0.049243272384966064,0.3210375227678272,0.46821744754722444,-0.7525487656072536,360,0.3246007814981815
104,4.0,26,20,LONG,0.049243272384966064,0.3210375227678272,0.46821744754722444,-0.7525487656072536,360,0.3246007814981815
104,3.5,8,5,LONG,0.05530093867292463,0.32039519653125165,0.4795039368073838,-0.692176845694733,1145,0.36995372419449857
6,1.5,13,5,LONG,0.07268548486213722,0.3176477854936338,0.4524620420437957,-0.6062512765032213,748,0.507315343907885
52,4.0,4,5,LONG,0.041618584416025284,0.31605530412905875,0.4782412891843835,-0.7968886841587923,1933,0.2692917777516335
13,1.5,6,5,LONG,0.07182612588080972,0.3148642090757036,0.4756107725470175,-0.7147923386155408,1618,0.5002672119338527
26,3.0,26,10,LONG,0.06218327714805638,0.311950771734563,0.4753449196710631,-0.8046532578112721,370,0.4230354897653008
26,3.0,26,20,LONG,0.062096115795756246,0.31176639264830835,0.47509686494452363,-0.8047469827813867,370,0.42235273479710256
104,2.5,13,5,LONG,0.06715083316910242,0.3078601340295787,0.45035549061445057,-0.6021635904956227,738,0.46239911290822877
104,2.0,8,10,LONG,0.0677990883751054,0.3022618038453951,0.44484483592543106,-0.5433359738920617,1198,0.46760190741411645
156,3.5,6,5,LONG,0.03638498172032212,0.2978319823790545,0.49461201774180635,-0.8453679105138976,1481,0.23244691473000256
156,3.5,6,20,LONG,0.035589945310451565,0.2965486388065977,0.4917289208208356,-0.84494793959498,1481,0.2269282042140992
156,3.5,6,10,LONG,0.035533633751895,0.2964496865431675,0.491564369279675,-0.8449972389280422,1481,0.22653809819406479
26,1.5,26,5,LONG,0.06278237938449172,0.28823095953638267,0.4309103855484474,-0.5778282008810302,374,0.42773575143182474
104,2.5,13,20,LONG,0.05946679033189284,0.28670850349430077,0.41145621004161415,-0.5793623807697508,738,0.4018838982639261
104,2.5,13,10,LONG,0.05899763656596835,0.28548689416806317,0.4096595297384914,-0.5806470950854034,738,0.39825742258292784
156,3.0,26,5,LONG,0.051318957052533865,0.28386636241919216,0.4641658007690501,-0.6825844115041813,366,0.3399987741193411
26,1.5,8,5,LONG,0.060330948382847804,0.28134749051999985,0.4080105213148624,-0.6517142116792696,1213,0.40858409607774115
156,3.0,26,20,LONG,0.04781036223284185,0.27671690269844035,0.45303940110009605,-0.6833826775801721,366,0.31405688218003736
156,3.0,26,10,LONG,0.046465481170853806,0.2738078531353956,0.44852953961660486,-0.685751845256339,366,0.3042241255067397
104,5.0,26,20,LONG,0.0053151147831902446,0.26877474833540993,0.41590443934937565,-0.6587519643006259,340,0.03148626690930323
104,5.0,26,5,LONG,0.0053151147831902446,0.26877474833540993,0.41590443934937565,-0.6587519643006259,340,0.03148626690930323
104,5.0,26,10,LONG,0.0053151147831902446,0.26877474833540993,0.41590443934937565,-0.6587519643006259,340,0.03148626690930323
104,2.0,8,20,LONG,0.056515452063451876,0.2681704295376418,0.3974098200696785,-0.5687949601637823,1198,0.3791997386680106
