low_bubble_threshold,leverage_multiplier,leverage_hold_days,high_bubble_threshold,uvxy_allocation,uvxy_hold_days,Total Return,Annual Return,Sharpe Ratio,Sortino Ratio,Max Drawdown,Annual Vol
-0.95,1.2,60,0.85,0.3,50,3.1979700716582027,0.04997125074823483,0.5562205644521668,14.608397407313545,-0.17507824696824748,0.08984071057756117
-0.9,1.2,60,0.85,0.4,30,3.9461657055244155,0.05584101111995765,0.5558254353920026,16.63653785416925,-0.15511810153218242,0.10046501574828993
-0.92,1.3,50,0.85,0.3,30,2.2717032725942192,0.041111907385009916,0.555519780850091,14.86918133650281,-0.13314552022447523,0.0740061988829595
-0.95,1.3,40,0.85,0.3,30,2.7286169211896976,0.045748341384104885,0.5554039426292602,14.193152564289614,-0.17507824696824736,0.08236949339526481
-0.9,1.4,60,0.85,0.3,30,2.6199120089741714,0.04469716259754741,0.5538166833687104,15.763067560919806,-0.1580372899021235,0.0807075047390541
-0.9,1.4,40,0.85,0.4,30,3.5711009069385353,0.053014680369803946,0.5538075967231518,15.358537061608276,-0.1378789857223035,0.09572761493971697
-0.92,1.3,40,0.85,0.3,30,2.3241176784357562,0.041674498678279326,0.5534634171424305,14.429233212980938,-0.14897453182968357,0.07529765723893299
-0.92,1.1,60,0.85,0.3,40,2.603254641893123,0.04453339680480273,0.5526284588881903,15.498268711710509,-0.151366661889332,0.08058469680406538
-0.95,1.1,50,0.85,0.3,40,2.973088340829447,0.048008143751697485,0.5526033100474598,14.749683893754074,-0.1750782469682476,0.08687632317579559
-0.95,1.2,60,0.85,0.3,40,3.011648251556026,0.048352257542102484,0.5520749507983184,14.66939864286998,-0.17507824696824748,0.08758277743299808
-0.92,1.2,60,0.85,0.3,50,2.738650978178385,0.04584387350951524,0.5520453106816647,15.504123057676502,-0.13785916940960474,0.08304367888372659
-0.95,1.3,50,0.85,0.3,30,2.621780072425413,0.0447154829206613,0.5513549048333205,14.223263451028497,-0.17507824696824736,0.08110108847980448
-0.9,1.2,50,0.85,0.3,30,2.2054076055720007,0.04038771720645551,0.5511528433555943,14.794975741147304,-0.1566122860615352,0.07327861534844346
-0.9,1.1,40,0.85,0.3,40,2.36349307317249,0.04209152669288474,0.5509978975731205,14.472259958088202,-0.11886241523351826,0.07639144700601869
-0.95,1.1,40,0.85,0.3,50,3.177643705702442,0.04979804078840511,0.550348979783576,14.325444509541102,-0.17507824696824736,0.09048447915355111
-0.9,1.1,60,0.85,0.3,40,2.5841827212341126,0.04434499204740194,0.5501603673461027,15.424522995897107,-0.15136666188933268,0.08060375606719188
-0.88,1.2,60,0.85,0.4,30,3.86752705176872,0.05526599439554203,0.5497297418082133,16.45498611975087,-0.15511810153218275,0.10053302594427012
-0.95,1.3,60,0.85,0.3,50,3.1418193053558987,0.049490773845829006,0.5494031326002685,14.400739812154136,-0.17507824696824736,0.09008098226814663
-0.95,1.1,60,0.85,0.4,30,4.541344402539571,0.05992671287437412,0.5485689557581681,15.273910814556574,-0.23124978281508368,0.10924189611049061
