threshold,hold_period,top_n,annual_return,sharpe,max_dd,win_rate,total_return
-0.45,4,15,-17.531710209091877,-0.9018078704431747,-35.45915657882761,46.92144373673036,-30.251255447803683
-0.45,4,20,-18.44586824985641,-0.98768333663442,-35.957972169139275,45.43524416135881,-31.689368818577567
-0.45,4,25,-20.63256751578638,-1.1651246635816526,-38.53041514127725,45.43524416135881,-35.07279044955569
-0.45,4,30,-20.79701871424755,-1.2065428315704183,-39.172931245334965,45.22292993630573,-35.324008354957414
-0.45,6,5,-4.15698902141457,-0.05924443393135994,-28.06500476149819,51.91489361702127,-7.613444829546934
-0.45,6,10,-0.4530607428118727,0.08484195155007836,-27.48584052612485,49.57446808510638,-0.8433379969541188
-0.45,6,15,-5.305273439951163,-0.20042043688468456,-27.805433664130486,47.87234042553192,-9.667146866227949
-0.45,6,20,-6.515502803704532,-0.28331562017629136,-27.49326291302595,49.148936170212764,-11.808439901928613
-0.45,6,25,-7.907947814435923,-0.3897948555989668,-27.346044085834798,47.4468085106383,-14.24262638269267
-0.45,6,30,-7.961062282834675,-0.4105988282738207,-26.621386074028308,47.23404255319149,-14.334851903836554
-0.45,8,5,5.066498095834793,0.3709013993524062,-22.1688828668016,52.55319148936171,9.656036263866664
-0.45,8,10,7.655681429645056,0.5313469880525422,-21.41177702036702,51.06382978723404,14.749674504340371
-0.45,8,15,2.684135461252235,0.257556021187422,-21.88733787288415,49.787234042553195,5.064176903128881
-0.45,8,20,0.8883710740635653,0.14597439360389933,-22.47813829886057,49.361702127659576,1.6632466878460983
-0.45,8,25,0.01200793330995431,0.07956582357741458,-22.167135188826148,49.361702127659576,0.022396911841848777
-0.45,8,30,-0.7657936533824627,0.02464177469592734,-22.62645574321841,48.08510638297872,-1.423533374901087
-0.45,13,5,17.840518564190933,1.1495695781024848,-18.20751497682539,52.87846481876333,35.73356502422078
-0.45,13,10,15.19444620385675,1.1120736506953444,-18.419622650459733,51.812366737739865,30.116065953020943
-0.45,13,15,10.212295151447059,0.8269659668124061,-18.676309150684755,50.10660980810234,19.838070789374495
-0.45,13,20,8.40976537769047,0.7135019010135436,-19.399526129512235,49.46695095948827,16.216073259742835
-0.45,13,25,7.294828356020533,0.6356032923234921,-19.19473256903941,49.040511727078886,14.001489213531126
-0.45,13,30,6.1043689473916585,0.5563999128358175,-19.488413724727295,49.040511727078886,11.658674665978609
-0.45,26,5,18.127282325093063,1.5764158398729262,-18.440908841695524,55.55555555555556,36.258837830282054
-0.45,26,10,11.648714090941702,1.1121179772868435,-18.765702153688444,54.91452991452992,22.70752723991687
-0.45,26,15,7.788593110691844,0.7878379289984005,-18.69575078010112,51.92307692307693,14.945599372918018
-0.45,26,20,7.278050750922271,0.7586323181816252,-18.6648678276102,51.92307692307693,13.936546427915397
-0.45,26,25,7.132622489525309,0.7551618628295491,-18.41736523236316,50.641025641025635,13.649868738196158
-0.45,26,30,6.680924935631749,0.7233714781535288,-18.768006919154278,51.49572649572649,12.761579027707937
-0.45,39,5,16.388701438413445,1.839280977520704,-18.036034761819963,58.15450643776824,32.39839240890843
-0.45,39,10,11.848692132939886,1.4031760657221526,-18.352656833477266,56.437768240343345,23.00664912638577
-0.45,39,15,10.263141239925911,1.2636250117220489,-18.086416697244935,53.43347639484979,19.801565304591804
-0.45,39,20,10.013750744380246,1.2667294638565634,-18.289865346849854,54.077253218884124,19.30097771313799
-0.45,39,25,10.059934874752141,1.2988971928051791,-18.14032687129017,54.29184549356223,19.393607908946088
-0.45,39,30,9.981781093581056,1.3177880218110183,-18.227418324150545,53.862660944206006,19.236876432092597
-0.45,52,5,14.92395349950173,2.0125044612604484,-15.598691772905028,58.83620689655172,29.190963759952048
-0.45,52,10,11.977121071542385,1.7273671525434464,-15.226651749425969,56.896551724137936,23.15733822187285
-0.45,52,15,11.420312884636829,1.7104093696112952,-14.78464881571151,55.603448275862064,22.032099987506083
-0.45,52,20,11.249307665886832,1.7271873265667799,-14.997411357771295,56.896551724137936,21.687467646529512
-0.45,52,25,11.288987879376332,1.764021042331186,-14.97542854420174,56.46551724137932,21.767396784287783
-0.45,52,30,11.226204782286064,1.7940595522535334,-15.127675392087026,56.68103448275862,21.640941806022695
-0.45,65,5,13.9659783174525,2.154347924722474,-15.730747046239479,59.307359307359306,27.083131758120228
-0.45,65,10,11.91874630468277,1.9927771261043372,-15.033706267683044,57.35930735930735,22.929241082101882
-0.45,65,15,11.862386648293466,2.0493781077737685,-14.512954566891679,58.00865800865801,22.815773709683395
-0.45,65,20,11.375872154007173,2.014632175054898,-14.418572353515046,58.00865800865801,21.8382678651988
-0.45,65,25,11.355736135866824,2.0580164390194473,-14.26327888164457,58.00865800865801,21.7978870660418
-0.45,65,30,11.621453109854363,2.1477076298177957,-14.294870746979061,58.87445887445888,22.33124580992596
-0.45,78,5,13.726538208560557,2.2988862270848633,-15.177043831689064,59.78260869565217,26.4648951076921
-0.45,78,10,12.339696650499278,2.261899320355226,-13.922726751560276,58.47826086956521,23.663982451455222
-0.45,78,15,12.497059339466965,2.3781211531488196,-13.316737083754571,58.913043478260875,23.980370458014868
-0.45,78,20,12.359168506591022,2.3996376994298343,-13.312715951047693,59.130434782608695,23.703112076704347
-0.45,78,25,12.295040973760551,2.450039677781074,-13.218359486239816,59.34782608695652,23.574265874696533
-0.45,78,30,12.69861157772867,2.579720424117185,-13.123746433814642,60.21739130434782,24.386138314648598
-0.45,104,5,15.034555411335493,3.042185362798992,-12.983747445138395,58.99122807017544,28.845807115083133
-0.45,104,10,13.601631909185175,3.034483104657473,-12.120878887232001,58.333333333333336,25.9562430735901
-0.45,104,15,13.940958231004274,3.213250865716998,-11.365942290880538,60.30701754385965,26.637861987192114
-0.45,104,20,13.89981809701828,3.255359792976486,-11.222292067713369,61.18421052631579,26.555134424451342
-0.45,104,25,13.803266152862403,3.2877392551813953,-11.002010505704785,60.526315789473685,26.361075768955857
-0.45,104,30,14.276631703091947,3.4453632827757446,-10.787450500382967,61.18421052631579,27.31376205521332
-0.35,1,5,-79.4689644846162,-5.357904453055218,-94.84623196343104,35.881104033970274,-94.81363420611213
-0.35,1,10,-77.9737097381449,-6.114802600872413,-94.12954498873576,28.237791932059448,-94.08539004817342
-0.35,1,15,-78.5885974144605,-6.733439844507804,-94.43812306792407,27.81316348195329,-94.390245569431
-0.35,1,20,-78.90216456181585,-6.976846406244184,-94.62170543248996,27.176220806794056,-94.54281776161541
-0.35,1,25,-78.47900809594158,-7.118217165320833,-94.42655496947296,24.628450106157114,-94.33646171618525
-0.35,1,30,-78.34890905858796,-7.233798950246904,-94.35683561767301,25.477707006369428,-94.27230250572644
-0.35,2,5,-47.20786137170045,-2.2559125621260674,-70.17978834067307,46.28450106157113,-69.69817902227469
-0.35,2,10,-46.14307134379636,-2.6225774502187957,-68.83157525886425,41.6135881104034,-68.5458668825639
-0.35,2,15,-47.42050842609549,-2.919089780517204,-70.53008324804388,41.18895966029724,-69.92590799107414
-0.35,2,20,-47.643812059578714,-3.0455077509804354,-70.94916459388013,40.12738853503185,-70.16418928887676
-0.35,2,25,-48.30430947398232,-3.1865589139836734,-71.61849024795508,40.339702760084926,-70.86382627705025
-0.35,2,30,-48.90418056404526,-3.2961485880521058,-72.25961949884541,39.27813163481954,-71.49255026859622
-0.35,4,5,-16.922456509502805,-0.6497527844010551,-35.56623204562932,50.955414012738856,-29.28507239303446
-0.35,4,10,-12.575732217207614,-0.550079474382421,-33.690271415692216,48.61995753715499,-22.212926056477368
-0.35,4,15,-17.200639320685095,-0.8851682992115363,-35.12779053712022,47.13375796178344,-29.726994436822874
-0.35,4,20,-18.163790401010317,-0.9742823065313471,-35.54334230580548,45.64755838641189,-31.247102565769268
-0.35,4,25,-20.49900879541284,-1.1625430261828988,-38.33693874624401,45.64755838641189,-34.86843113149193
-0.35,4,30,-20.61179622975111,-1.1997842373539398,-39.00083753719114,45.43524416135881,-35.04102773995923
-0.35,6,5,-4.129626729917247,-0.05794182313739733,-28.06500476149819,52.12765957446809,-7.56424634419417
-0.35,6,10,-0.12975315026004797,0.10181021574870784,-27.48584052612485,49.57446808510638,-0.24186409662352304
-0.35,6,15,-4.8955334958112,-0.17796100498148312,-27.852886066116156,47.87234042553192,-8.93678606923416
-0.35,6,20,-6.233844121257337,-0.2686037586110874,-27.56029638475995,49.148936170212764,-11.31222087262682
-0.35,6,25,-7.833947003453634,-0.38854920027076056,-27.743184075439764,47.23404255319149,-14.114058043815891
-0.35,6,30,-7.836535245821208,-0.40619879711632767,-27.0311947569021,47.02127659574468,-14.11855634031255
-0.35,8,5,5.1980867142799925,0.3773460515010146,-22.1688828668016,52.55319148936171,9.912318864506432
-0.35,8,10,8.223705639234513,0.5629912973428993,-21.41177702036702,51.06382978723404,15.881471298392658
-0.35,8,15,3.188373017915813,0.28860738292419696,-21.947726824702297,49.787234042553195,6.028461180342237
-0.35,8,20,1.281001351256994,0.1707871635635439,-22.550964369767645,49.148936170212764,2.402399590102422
-0.35,8,25,0.20285353734255107,0.09157704993348736,-22.547447483938864,48.93617021276596,0.3786698784187026
-0.35,8,30,-0.48957114860599393,0.04238195523472232,-22.99137725402677,48.08510638297872,-0.9111550729157591
-0.35,13,5,17.950304007745977,1.1558402806159414,-18.20751497682539,52.87846481876333,35.969006969583425
-0.35,13,10,15.46549420288963,1.130090170162935,-18.419622650459733,51.812366737739865,30.68643716144659
-0.35,13,15,10.387014549706874,0.8404104139629265,-18.6993145300252,50.10660980810234,20.19188436977357
-0.35,13,20,8.483824933796914,0.7199833631052217,-19.432449167877508,49.46695095948827,16.363874785175536
-0.35,13,25,7.182791254879639,0.6284916111012354,-19.46229689737272,48.8272921108742,13.780041808916232
-0.35,13,30,6.04757362218995,0.5532832891871864,-19.726417207373213,48.8272921108742,11.547464627774273
-0.35,26,5,18.306193051513553,1.592252987740386,-18.440908841695524,55.55555555555556,36.64234893761331
-0.35,26,10,11.877052847819947,1.1345518900100784,-18.765702153688444,54.91452991452992,23.17399633579955
-0.35,26,15,7.8898927390185,0.7995801898152864,-18.72148321163968,51.92307692307693,15.146299472607794
-0.35,26,20,7.365564156052717,0.7692070571391442,-18.689905188418653,51.92307692307693,14.109219205331192
-0.35,26,25,7.044821199593332,0.748140249790242,-18.66182530840046,50.641025641025635,13.476950485963467
-0.35,26,30,6.619096060833218,0.719164152147302,-19.012990648381354,51.49572649572649,12.64023926468294
-0.35,39,5,16.404415134141793,1.840807878246482,-18.036034761819963,58.15450643776824,32.431449185290504
-0.35,39,10,11.938614352316135,1.413547820643638,-18.352656833477266,56.65236051502146,23.189584753104974
-0.35,39,15,10.28218406443646,1.2666397452515172,-18.1073741830996,53.648068669527895,19.839828454424115
-0.35,39,20,10.001193191289648,1.266134067954083,-18.338311093229308,54.29184549356223,19.27579709535774
-0.35,39,25,9.891537665886307,1.279917071652291,-18.391258616771456,54.506437768240346,19.05601770919676
-0.35,39,30,9.844228592295835,1.3030432835986037,-18.51985796657738,54.077253218884124,18.961254987549793
-0.35,52,5,14.885924584403543,2.008119228484259,-15.598691772905028,58.83620689655172,29.11226053993743
-0.35,52,10,11.993970204009607,1.7301141175371453,-15.226651749425969,56.896551724137936,23.19146171383459
-0.35,52,15,11.434404445267043,1.7137578192507197,-14.798471775039424,55.603448275862064,22.0605190238631
-0.35,52,20,11.249133202403705,1.7286361776048924,-15.031743101088079,56.896551724137936,21.687116272039276
-0.35,52,25,11.173024191950853,1.7494442898627398,-15.151834876172964,56.25,21.53387474202775
-0.35,52,30,11.1317611504969,1.7836579686646026,-15.346496100188311,56.46551724137932,21.450830640545824
-0.35,65,5,13.9291078128452,2.149626667864145,-15.730747046239479,59.307359307359306,27.007765899084646
-0.35,65,10,11.917746757005343,1.9929864064731206,-15.033706267683044,57.57575757575758,22.927228304936186
-0.35,65,15,11.928619980520017,2.0592880692661306,-14.526164647847251,58.44155844155844,22.949124389523146
-0.35,65,20,11.452345453789592,2.0266377779305893,-14.452549295911933,58.658008658008654,21.991682958797696
-0.35,65,25,11.323408160215575,2.0525608289644235,-14.423201829756815,58.44155844155844,21.733069223973423
-0.35,65,30,11.61124449547728,2.1474297825670168,-14.48187966586274,59.307359307359306,22.31073506611112
-0.35,78,5,13.650042865689983,2.288558594020984,-15.177043831689064,59.78260869565217,26.309663599440334
-0.35,78,10,12.248508081696507,2.2470045804937815,-13.922726751560276,58.69565217391305,23.480809158180204
-0.35,78,15,12.396019048279939,2.3572451469427524,-13.323705061182167,59.130434782608695,23.777180321639847
-0.35,78,20,12.244443327574883,2.375593575388887,-13.332252898144459,59.56521739130435,23.472647019492655
-0.35,78,25,12.098450423073114,2.4111831204882805,-13.343709562123218,59.56521739130435,23.179650983056565
-0.35,78,30,12.514362470114593,2.543167150933521,-13.291140122893431,60.21739130434782,24.01518184313909
-0.35,104,5,15.000425242688543,3.036653627170543,-12.983747445138395,58.99122807017544,28.776641132774184
-0.35,104,10,13.719866076827781,3.0647447648533315,-12.120878887232001,58.55263157894737,26.1935581514106
-0.35,104,15,14.136867653036456,3.261975595673903,-11.367055571944906,60.526315789473685,27.032142610670974
-0.35,104,20,14.10518399094174,3.307451731507915,-11.241140934905058,61.40350877192983,26.968339985572754
-0.35,104,25,13.934890514817443,3.326185928680176,-11.121742107988153,60.74561403508771,26.62565906332852
-0.35,104,30,14.436557649525938,3.492329350626088,-10.90768744184787,61.622807017543856,27.63634920711937
-0.25,1,5,-79.48347405072104,-5.360383394842651,-94.85303739099513,35.881104033970274,-94.82048267823598
-0.25,1,10,-77.96701042934741,-6.113307251169527,-94.12620735896053,28.237791932059448,-94.08202731423778
-0.25,1,15,-78.53768494901972,-6.737001785859075,-94.413379108452,27.81316348195329,-94.36528861012151
-0.25,1,20,-78.98489799520878,-7.024499466984132,-94.66105747911537,27.176220806794056,-94.58274701561827
-0.25,1,25,-78.63593172787886,-7.184631767889303,-94.50227164081755,24.416135881104033,-94.41340232733945
-0.25,1,30,-78.54461742262012,-7.3154481439522145,-94.45180045665002,25.690021231422506,-94.36868989290875
-0.25,2,5,-47.241318810052505,-2.2582199463967227,-70.2151013640236,46.28450106157113,-69.7340623662286
-0.25,2,10,-46.02679304761548,-2.613158734864338,-68.70568286294476,41.6135881104034,-68.41882048183585
-0.25,2,15,-47.231668421065386,-2.906040159525636,-70.3319515226829,41.18895966029724,-69.7237142832145
-0.25,2,20,-47.737824930093076,-3.0630184410111343,-71.04658709410383,40.12738853503185,-70.26424421793624
-0.25,2,25,-48.52318983395579,-3.2183417110603476,-71.84267621441889,40.339702760084926,-71.09397334541282
-0.25,2,30,-49.22220819082096,-3.3399653499361035,-72.58145635892755,38.853503184713375,-71.8232864713719
-0.25,4,5,-16.952359085990842,-0.6512478892560426,-35.609572247340694,50.955414012738856,-29.332637502507154
-0.25,4,10,-12.378013640323926,-0.5390227043388803,-33.690271415692216,48.61995753715499,-21.883794281852865
-0.25,4,15,-16.91518388733182,-0.8683197025577234,-35.12779053712022,47.346072186836516,-29.273501806731016
-0.25,4,20,-18.248529409711665,-0.9830962734476401,-35.668032001133774,45.64755838641189,-31.380103222965705
-0.25,4,25,-20.71126717103281,-1.182132367919979,-38.64428898315558,45.64755838641189,-35.1930696219454
-0.25,4,30,-20.96029064420133,-1.2299670925833721,-39.500359673350275,45.43524416135881,-35.57297675820714
-0.25,6,5,-4.151590949427886,-0.058968139106032116,-28.06500476149819,52.12765957446809,-7.603739843981283
-0.25,6,10,-0.0011140280802957037,0.10856669527173977,-27.48584052612485,49.57446808510638,-0.002077740772787884
-0.25,6,15,-4.726736982529644,-0.16832230860454872,-27.852886066116156,47.87234042553192,-8.635113306966558
-0.25,6,20,-6.304283088053008,-0.2741175471176642,-27.56703130868816,49.148936170212764,-11.436439526403719
-0.25,6,25,-8.023000940326241,-0.4029951414350674,-27.773786991564243,47.23404255319149,-14.442341205095765
-0.25,6,30,-8.168706573248985,-0.43065908525588903,-27.160952833516426,47.02127659574468,-14.694954154473127
-0.25,8,5,5.1712522415501505,0.3760286117059966,-22.1688828668016,52.55319148936171,9.860033397449852
-0.25,8,10,8.360558098381388,0.5705873139745762,-21.41177702036702,51.06382978723404,16.154921965264712
-0.25,8,15,3.373622162155532,0.2999821268497081,-21.947726824702297,49.787234042553195,6.383750621089379
-0.25,8,20,1.3340113899846129,0.17418746950217734,-22.557668481286985,49.148936170212764,2.502384829766857
-0.25,8,25,0.14263032852765978,0.08740255057738382,-22.586781558693758,48.93617021276596,0.26618098658071077
-0.25,8,30,-0.6860842704927483,0.028661690472780336,-23.146370116950223,48.08510638297872,-1.2758031128554004
-0.25,13,5,17.928236992056725,1.154574711731878,-18.20751497682539,52.87846481876333,35.92166767499969
-0.25,13,10,15.503870180453472,1.1326093364233134,-18.419622650459733,51.812366737739865,30.76728570386551
-0.25,13,15,10.438536695424405,0.8443638764422229,-18.6993145300252,50.10660980810234,20.296310855765686
-0.25,13,20,8.558540519336045,0.7265000704147759,-19.436560581702867,49.46695095948827,16.513073626887763
-0.25,13,25,7.175780997410097,0.6291937268605459,-19.461265725278754,48.8272921108742,13.766192277909495
-0.25,13,30,5.889585634722616,0.5422743687648466,-19.823591636201023,48.8272921108742,11.238380533898429
-0.25,26,5,18.286839498122287,1.5905562693370183,-18.440908841695524,55.55555555555556,36.60083887223913
-0.25,26,10,11.817168333598316,1.1285601452328609,-18.765702153688444,54.91452991452992,23.051580326896715
-0.25,26,15,7.894767067961794,0.8001583115109244,-18.72148321163968,51.92307692307693,15.15596082180175
-0.25,26,20,7.42835557988224,0.7763702822196382,-18.690718175480402,51.92307692307693,14.233187379115853
-0.25,26,25,7.090049304859725,0.7537492235268672,-18.702818717912095,50.85470085470085,13.566008772334449
-0.25,26,30,6.639257186165826,0.722453180392505,-19.050216881454595,51.70940170940172,12.679799042489194
-0.25,39,5,16.378434563327392,1.8380170557716458,-18.036034761819963,58.15450643776824,32.376796112661
-0.25,39,10,11.922924883309417,1.4115759036636861,-18.352656833477266,56.65236051502146,23.157657479127035
-0.25,39,15,10.344852363066659,1.274464121489859,-18.1073741830996,53.862660944206006,19.9657888084092
-0.25,39,20,10.11304429502571,1.2809600008590276,-18.339403961233202,54.72103004291845,19.500168773091197
-0.25,39,25,9.974286461477089,1.2915087631539381,-18.422944589903658,54.93562231759657,19.221851484328646
-0.25,39,30,9.873888047185165,1.308548811472451,-18.597294682814315,54.506437768240346,19.020660483017448
-0.25,52,5,14.860355549332628,2.0050415667415726,-15.598691772905028,58.83620689655172,29.05935614152395
-0.25,52,10,11.97615660165361,1.7276538385919202,-15.226651749425969,56.896551724137936,23.15538507215131
-0.25,52,15,11.500819007452655,1.7233758539818598,-14.798471775039424,55.603448275862064,22.194500737794385
-0.25,52,20,11.328161204575071,1.741053639856594,-15.032812366452875,57.11206896551724,21.846328401852965
-0.25,52,25,11.194935186110166,1.7535407231741644,-15.182452678954593,56.46551724137932,21.577982344287673
-0.25,52,30,11.110660115002101,1.7818786190748674,-15.417060473516486,56.68103448275862,21.408373688567007
-0.25,65,5,13.912605065235951,2.1473668202257112,-15.730747046239479,59.307359307359306,26.974039726340582
-0.25,65,10,11.896105403372804,1.9896785953790026,-15.033706267683044,57.57575757575758,22.883653044130092
-0.25,65,15,12.019347016018678,2.074073791992894,-14.526164647847251,58.44155844155844,23.13189614964537
-0.25,65,20,11.54550195380375,2.0435538521819474,-14.455019539714664,58.44155844155844,22.17868520605628
-0.25,65,25,11.32427375795968,2.0547775819656264,-14.4621543631278,58.44155844155844,21.734804549821952
-0.25,65,30,11.53286536401421,2.1367069292526892,-14.577975990657588,59.09090909090909,22.153310898063026
-0.25,78,5,13.640770608599029,2.2871950157984564,-15.177043831689064,59.78260869565217,26.29085332607555
-0.25,78,10,12.241212871415886,2.2458735067415976,-13.922726751560276,58.69565217391305,23.466160348180033
-0.25,78,15,12.48341645299369,2.373010398453256,-13.323705061182167,59.130434782608695,23.95292606823125
-0.25,78,20,12.338581630154977,2.3959245822465136,-13.334740953538304,59.78260869565217,23.661741934241643
-0.25,78,25,12.106270592385426,2.4173656113681794,-13.366377063243572,60.0,23.19533745619613
-0.25,78,30,12.435564207849193,2.534102944131673,-13.36931163864966,60.21739130434782,23.85668694950873
-0.25,104,5,14.990651298449142,3.0348060283656793,-12.983747445138395,58.99122807017544,28.756836952753282
-0.25,104,10,13.730966503604968,3.067145448136879,-12.120878887232001,58.55263157894737,26.215848762925198
-0.25,104,15,14.274963873744406,3.291075900221937,-11.367055571944906,60.526315789473685,27.31039979541201
-0.25,104,20,14.270167376087617,3.3450070634563045,-11.244465770276857,61.622807017543856,27.30073051957873
-0.25,104,25,14.076100154566195,3.36062079289543,-11.14779345774114,61.18421052631579,26.90978535408859
-0.25,104,30,14.493515440858197,3.509305035378079,-10.996357947046388,61.622807017543856,27.75132714397275
-0.15,1,5,-79.48347405072104,-5.360383394842651,-94.85303739099513,35.881104033970274,-94.82048267823598
-0.15,1,10,-77.96701042934741,-6.113307251169527,-94.12620735896053,28.237791932059448,-94.08202731423778
-0.15,1,15,-78.54166093683389,-6.737657934993603,-94.41531331605081,27.81316348195329,-94.36723946767907
-0.15,1,20,-78.90878624435469,-7.012818847105761,-94.6248599734668,27.176220806794056,-94.54601857272253
-0.15,1,25,-78.50847403794697,-7.161566180146988,-94.4408091962377,24.416135881104033,-94.3509463587261
-0.15,1,30,-78.40834096648621,-7.295071719770696,-94.38575337272792,25.690021231422506,-94.30165344111417
-0.15,2,5,-47.241318810052505,-2.2582199463967227,-70.2151013640236,46.28450106157113,-69.7340623662286
-0.15,2,10,-46.02679304761548,-2.613158734864338,-68.70568286294476,41.6135881104034,-68.41882048183585
-0.15,2,15,-47.18571227960826,-2.9015921975387626,-70.2836407645335,41.18895966029724,-69.67441308573117
-0.15,2,20,-47.56548611412165,-3.051572630357786,-70.86788176201416,40.12738853503185,-70.08071013408775
-0.15,2,25,-48.20196538753911,-3.19489937283529,-71.51338178629423,40.339702760084926,-70.75592298277672
-0.15,2,30,-48.857420860987354,-3.314027767899609,-72.21215249584634,39.27813163481954,-71.44377072132794
-0.15,4,5,-16.952359085990842,-0.6512478892560426,-35.609572247340694,50.955414012738856,-29.332637502507154
-0.15,4,10,-12.378013640323926,-0.5390227043388803,-33.690271415692216,48.61995753715499,-21.883794281852865
-0.15,4,15,-16.861805839681033,-0.8648316824570741,-35.12779053712022,47.346072186836516,-29.188551537040574
-0.15,4,20,-18.03536119360799,-0.9706052208792226,-35.35415043287754,45.64755838641189,-31.045300457187828
-0.15,4,25,-20.41009540521872,-1.1647755178204486,-38.20797992163075,45.43524416135881,-34.7322184557713
-0.15,4,30,-20.63168333925134,-1.2125563236341799,-39.029394541793,45.22292993630573,-35.07143854553208
-0.15,6,5,-4.151590949427886,-0.058968139106032116,-28.06500476149819,52.12765957446809,-7.603739843981283
-0.15,6,10,-0.0011140280802957037,0.10856669527173977,-27.48584052612485,49.57446808510638,-0.002077740772787884
-0.15,6,15,-4.6890740820581644,-0.16610576661087545,-27.852886066116156,47.87234042553192,-8.567739108419325
-0.15,6,20,-6.084557040543881,-0.26117835329009914,-27.56703130868816,49.361702127659576,-11.048687168879045
-0.15,6,25,-7.761331075379562,-0.3875767350901482,-27.773786991564243,47.23404255319149,-13.987808948100945
-0.15,6,30,-7.9047898949451305,-0.41563389015687563,-27.13714580964359,47.02127659574468,-14.237141666834141
-0.15,8,5,5.1712522415501505,0.3760286117059966,-22.1688828668016,52.55319148936171,9.860033397449852
-0.15,8,10,8.360558098381388,0.5705873139745762,-21.41177702036702,51.06382978723404,16.154921965264712
-0.15,8,15,3.4378430964298046,0.3038912118437891,-21.947726824702297,49.787234042553195,6.507048663887938
-0.15,8,20,1.5354674597930051,0.18697598589879527,-22.557668481286985,49.148936170212764,2.882775334755938
-0.15,8,25,0.3827140343666713,0.10295879155620419,-22.586781558693758,48.93617021276596,0.7149734493343773
-0.15,8,30,-0.4355660152958851,0.04513839212264022,-23.16615818434069,48.08510638297872,-0.8108343944301377
-0.15,13,5,17.928236992056725,1.154574711731878,-18.20751497682539,52.87846481876333,35.92166767499969
-0.15,13,10,15.503870180453472,1.1326093364233134,-18.419622650459733,51.812366737739865,30.76728570386551
-0.15,13,15,10.485498781398196,0.8477087847252889,-18.6993145300252,50.10660980810234,20.39153144203747
-0.15,13,20,8.69410622314859,0.7366222403837737,-19.436560581702867,49.68017057569296,16.78400932366475
-0.15,13,25,7.364169070682047,0.6436296625433213,-19.461265725278754,49.040511727078886,14.138644696448743
-0.15,13,30,6.060983029728773,0.5560798098832623,-19.80807343911031,49.040511727078886,11.573716755140184
-0.15,26,5,18.286839498122287,1.5905562693370183,-18.440908841695524,55.55555555555556,36.60083887223913
-0.15,26,10,11.817168333598316,1.1285601452328609,-18.765702153688444,54.91452991452992,23.051580326896715
-0.15,26,15,7.9496011781499565,0.8058840609244877,-18.72148321163968,51.92307692307693,15.264672633756105
-0.15,26,20,7.550710162089125,0.7893329750159245,-18.690718175480402,51.92307692307693,14.474928672374787
-0.15,26,25,7.260815157194478,0.7722131912799022,-18.702818717912095,50.85470085470085,13.902553088277504
-0.15,26,30,6.792025495534504,0.7394755825655405,-19.0602763525618,51.70940170940172,12.979766454560625
-0.15,39,5,16.378434563327392,1.8380170557716458,-18.036034761819963,58.15450643776824,32.376796112661
-0.15,39,10,11.922924883309417,1.4115759036636861,-18.352656833477266,56.65236051502146,23.157657479127035
-0.15,39,15,10.402795110521224,1.2814587446728838,-18.1073741830996,53.862660944206006,20.082305089288077
-0.15,39,20,10.220730213186812,1.2941013359326239,-18.339403961233202,54.72103004291845,19.71636809726196
-0.15,39,25,10.128222505498785,1.3107433411659175,-18.422944589903658,54.93562231759657,19.53063096242975
-0.15,39,30,10.042616819007977,1.3299791499466795,-18.613684099753314,54.506437768240346,19.35886970851335
-0.15,52,5,14.860355549332628,2.0050415667415726,-15.598691772905028,58.83620689655172,29.05935614152395
-0.15,52,10,11.97615660165361,1.7276538385919202,-15.226651749425969,56.896551724137936,23.15538507215131
-0.15,52,15,11.54104709825905,1.7290858968227254,-14.798471775039424,55.603448275862064,22.27568771420769
-0.15,52,20,11.437207152365424,1.7568240508535904,-15.032812366452875,57.327586206896555,22.066171720304297
-0.15,52,25,11.373114550190255,1.779739296734644,-15.182452678954593,56.68103448275862,21.936935167272644
-0.15,52,30,11.307271167589805,1.811369876699066,-15.43887313126502,56.896551724137936,21.80423347303291
-0.15,65,5,13.912605065235951,2.1473668202257112,-15.730747046239479,59.307359307359306,26.974039726340582
-0.15,65,10,11.896105403372804,1.9896785953790026,-15.033706267683044,57.57575757575758,22.883653044130092
-0.15,65,15,12.053184423418028,2.079306571371906,-14.526164647847251,58.44155844155844,23.200094002616154
-0.15,65,20,11.629180676940432,2.056830617366546,-14.455019539714664,58.44155844155844,22.3467727713067
-0.15,65,25,11.474212192139866,2.0792746904952866,-14.4621543631278,58.44155844155844,22.035566529198004
-0.15,65,30,11.685488070975136,2.1617016966450797,-14.599212449632537,59.307359307359306,22.459937974791888
-0.15,78,5,13.640770608599029,2.2871950157984564,-15.177043831689064,59.78260869565217,26.29085332607555
-0.15,78,10,12.241212871415886,2.2458735067415976,-13.922726751560276,58.69565217391305,23.466160348180033
-0.15,78,15,12.495214245141216,2.3749962191429654,-13.323705061182167,59.130434782608695,23.976658657018348
-0.15,78,20,12.396137954809316,2.40600430556905,-13.334740953538304,59.78260869565217,23.777419351875473
-0.15,78,25,12.22301504041936,2.4389201260614466,-13.366377063243572,60.0,23.429622459430234
-0.15,78,30,12.58155971628765,2.561680990641709,-13.39144980496474,60.21739130434782,24.15041484352798
-0.15,104,5,14.990651298449142,3.0348060283656793,-12.983747445138395,58.99122807017544,28.756836952753282
-0.15,104,10,13.730966503604968,3.067145448136879,-12.120878887232001,58.55263157894737,26.215848762925198
