UnivSize,MA_h,Threshold,Hold_h,TopN,Sharpe,Sortino,Ann_Ret,MaxDD,Total_Ret,Win_Rate,Active_Days
60,208,-0.2,52,3,4.0586203041215505,26.123420817929254,84886285.26131408,-0.9478699896559512,6.098089816605893e+58,0.6780122532334921,1469
40,52,-0.6,52,3,4.024531149819311,27.78053733910712,148842733.26381356,-0.9806220775871475,3.921203959189556e+60,0.6537414965986394,1470
40,208,-0.6,26,5,4.019457161380149,11.836552223942494,4914.389924020268,-0.9593054667576945,2.3419613793724705e+27,0.5909722222222222,1440
40,208,-0.6,26,10,4.016528312312861,11.829024517102392,4870.0614901380695,-0.9593054667576946,2.189827820590187e+27,0.5909722222222222,1440
40,208,-0.6,26,3,4.011440668100119,11.821099200430549,4738.400761522439,-0.9587540394283437,1.7872317060754402e+27,0.5916666666666667,1440
60,104,-0.8,26,10,4.003194634424697,11.84342561328719,2280.643103337728,-0.9440039584825992,7.91378298310058e+24,0.6022566995768688,1418
40,52,-0.6,52,5,3.990785151163582,26.996538214764808,108217374.0016949,-0.9810627497902906,3.6904625447276522e+59,0.6510204081632653,1470
80,52,-0.6,13,5,3.9902140077480612,8.081488355357623,25.13509073250564,-0.4350900152847985,32169214132.6647,0.5980926430517711,1468
40,52,-0.6,52,10,3.981461983812678,26.628812969068353,99917064.00681537,-0.9814359303890713,2.0423394127860064e+59,0.6523809523809524,1470
40,156,-0.6,26,10,3.939380120220282,11.70502547195254,3683.3470659261307,-0.8714490262659976,2.762825090257569e+26,0.6085753803596127,1446
20,156,-0.8,52,3,3.9143404666285275,14.448774605303234,207807.5759846202,-0.9996115316562897,2.6649455617045275e+39,0.5729323308270676,1330
40,156,-0.6,26,5,3.8973117987620816,11.559958190236921,3280.1134434830524,-0.8714490262659976,1.169857277577211e+26,0.6078838174273858,1446
40,156,-0.6,26,3,3.8951409937049646,11.406678821925812,2947.1253304267857,-0.8714490262659976,5.291274995741116e+25,0.6044260027662517,1446
40,208,-0.2,26,5,3.894844611361072,14.6965775153902,7317.936421483343,-0.8735452821123005,4.481294270434377e+28,0.607215793056501,1469
40,208,-0.2,26,10,3.893583480224228,14.710014864025693,7296.813962735829,-0.8754850850947737,4.386290441987005e+28,0.6065350578624915,1469
60,52,-0.4,13,10,3.8935162445573175,8.151406260821922,32.93310604638863,-0.5709776059925049,222944331374.0089,0.5772634445200817,1469
20,156,-0.8,52,5,3.8849834010159534,14.242344775765746,177096.93651153415,-0.9996115316562897,8.14290481547054e+38,0.5721804511278196,1330
20,156,-0.8,52,10,3.8849834010159534,14.242344775765746,177096.93651153415,-0.9996115316562897,8.14290481547054e+38,0.5721804511278196,1330
20,156,-0.4,26,3,3.881245133339914,9.800904493757562,671.6739927120486,-0.8969053228005487,9.239025509116455e+20,0.5650969529085873,1444
80,52,-0.4,13,5,3.8797213075806747,7.762663596344134,22.95282805171484,-0.606135284599904,16853462272.612581,0.595643294758339,1469
80,104,-0.2,52,3,3.8753149230795167,23.081725385832296,22511465.228679083,-0.9472214198960253,3.246806311079823e+54,0.6959183673469388,1470
40,104,-0.6,26,3,3.87267240443899,14.01123708870059,7422.1772155715225,-0.889675512283178,4.976680774110386e+28,0.6115702479338843,1452
40,208,-0.2,26,3,3.860570097757461,14.371532218869724,6510.5665506087125,-0.8757194262481621,1.8838455025860152e+28,0.6051735874744725,1469
80,104,-0.2,13,10,3.860547093607044,7.036383428622717,24.49651942661985,-0.6597887992582439,26778727201.24766,0.601360544217687,1470
40,104,-0.8,52,5,3.854018557066544,18.932015150138188,4092950.9765801677,-0.9928017927249315,1.0526899260262863e+49,0.616562282533055,1437
40,104,-0.6,26,10,3.8535279770209727,13.904847929374851,7026.869296885813,-0.8971309415584614,3.31692118885596e+28,0.6122589531680441,1452
20,156,-0.4,26,10,3.8516566680148157,9.72124861523297,643.0511318454985,-0.9039389466805183,6.692928080681341e+20,0.5650969529085873,1444
40,104,-0.6,26,5,3.8485036898666376,13.62825700106817,6652.087534628296,-0.8971309415584614,2.2094100411661655e+28,0.6129476584022039,1452
20,156,-0.4,26,5,3.8466658162493443,9.720139400475098,636.5799754499707,-0.9029704983206932,6.21012432871471e+20,0.5650969529085873,1444
40,104,-0.8,52,10,3.8459919659930466,18.77991213032415,3894133.9717916297,-0.9925164780053791,7.27722404098834e+48,0.616562282533055,1437
40,104,-0.8,52,3,3.8430749537761364,18.960492743246046,3821549.4811142213,-0.9934779069053185,6.329686110193931e+48,0.6144745998608212,1437
60,52,-0.4,13,5,3.8270871755840905,8.03192416794764,30.679221742449375,-0.5972682086703336,133934402945.72234,0.5786249149081008,1469
60,104,-0.8,26,3,3.8084320011246326,12.160012161435542,2499.9368497729274,-0.9272890457062412,1.5626912691546937e+25,0.6050775740479548,1418
60,52,-0.2,13,10,3.806820458872173,7.032350036471628,23.786523285092116,-0.7073279630751224,21719703352.255863,0.5918367346938775,1470
60,52,-0.6,13,10,3.7942054177597675,6.980359639924541,28.153161504552255,-0.5971412228534021,72331228421.3489,0.5899182561307902,1468
60,104,-0.8,26,5,3.793724938888541,12.25220111290252,2492.8420110221523,-0.9448248007852889,1.5301209147655687e+25,0.602681721947777,1417
60,52,-0.2,13,5,3.761158097304246,7.062948871706919,22.31999314940022,-0.642279544812683,13818954090.093353,0.5863945578231292,1470
60,104,-0.2,13,10,3.7566296873531098,7.21173400405939,30.667819111179497,-0.7191361959087177,133577393367.3592,0.5938775510204082,1470
60,52,-0.6,13,5,3.733093984945298,6.896000736745314,25.464483894585705,-0.5955405210317226,35299522498.94902,0.5851498637602179,1468
60,208,-0.4,13,10,3.713226180418873,7.41617777953988,29.69097118064857,-0.6383599293217146,105887676945.5227,0.5760054533060668,1467
60,52,-0.4,13,3,3.7127296146944833,7.983351558499697,27.817785294495778,-0.5469089934796616,66384939609.852036,0.5704560925799864,1469
60,208,-0.2,13,10,3.699449129750689,7.2560539276308536,27.23836123171044,-0.632168120136485,57104319428.188675,0.5821404226312201,1467
60,208,-0.4,13,5,3.696075166416954,7.354520251534839,29.11068131137495,-0.6582786357821964,91914106226.18457,0.5821404226312201,1467
60,104,-0.2,13,5,3.694963344056331,7.024614163347325,27.211971583764495,-0.7408194499154577,56709843844.2826,0.5891156462585034,1470
60,156,-0.2,13,10,3.6936710181826746,7.333334421144633,27.05886668571059,-0.6349723405983227,54467396816.01223,0.582312925170068,1470
60,156,-0.4,13,10,3.6923216741735323,6.9799335728807135,26.71320918643331,-0.5766262901978847,49684880887.93429,0.590443686006826,1465
80,156,-0.6,13,10,3.679155294606579,8.070399090994966,26.582835601386748,-0.5364005799789145,47977857602.67985,0.5756533700137552,1454
60,156,-0.2,13,5,3.6778390038676827,7.319710350702367,26.961469730406666,-0.6683081254756005,53081154810.4868,0.5843537414965987,1470
60,208,-0.2,13,5,3.6699498194748745,7.159718683050593,26.27700094907314,-0.6085490815668289,44171242243.55276,0.5817438692098093,1468
80,104,-0.2,13,5,3.6698229717025663,6.660730376084913,18.5323272460491,-0.646865391810763,3713462842.8490605,0.5965986394557823,1470
80,156,-0.6,13,5,3.666569626272532,8.013987479377748,26.367618012405803,-0.5622180456089647,45270859454.5677,0.5722145804676754,1454
60,52,-0.6,13,3,3.658220967032229,6.845210437963498,23.737773425151005,-0.5821478594135094,21404977934.260735,0.5841854124062713,1467
20,52,-0.6,26,10,3.6541516516095043,10.990819111181251,923.4546725298098,-0.9424043279138913,9.758260018397036e+21,0.5678082191780822,1460
60,208,-0.8,26,3,3.652276070443026,10.297246088728548,1687.0149827318176,-0.9041316559407839,8.47403753407816e+23,0.5836972343522562,1374
60,156,-0.4,13,5,3.6289036371460046,6.702961961629211,24.2758056133735,-0.6028625692619747,25107015704.30694,0.5870307167235495,1465
20,52,-0.6,26,3,3.6159234532274014,10.838166187856732,849.9360136738777,-0.9391767481464786,5.278960819461474e+21,0.5671232876712329,1460
60,104,-0.4,13,10,3.6151660510463612,7.110118928021758,27.60718689191106,-0.6536018206977359,62871284593.62432,0.5725971370143149,1467
40,52,-0.2,13,5,3.6130997737796036,7.411457914603617,35.143724038730795,-0.7093769523482374,355968525973.4429,0.5769754768392371,1468
20,52,-0.6,26,5,3.612643242782807,10.723164392113066,834.259549312192,-0.9424043279138913,4.599135541427311e+21,0.5671232876712329,1460
40,104,-0.2,13,10,3.6094214253723433,7.620455343074106,41.79676355183704,-0.7573217923740898,1245786569461.6345,0.5783378746594006,1468
60,208,-0.8,26,10,3.609401013474242,10.101297247792228,1473.7252975710028,-0.9044751169216598,3.112726577334292e+23,0.5829694323144105,1374
40,52,-0.4,13,10,3.5850375422796996,8.110782500377077,40.76283726160968,-0.6019264443083574,1039199663439.493,0.5678254942058623,1467
60,208,-0.8,26,5,3.5831941228507254,10.135117048322714,1511.721267309005,-0.8981105231613844,3.758809681790719e+23,0.5858806404657934,1374
60,208,-0.4,13,3,3.5810707055708138,7.234373577837436,25.405127656888823,-0.6479190065888238,34716738327.551346,0.580095432856169,1467
40,52,-0.2,13,10,3.573911993224391,7.305014499997724,33.68278451446971,-0.7542176568987287,262155387849.38495,0.5735694822888283,1468
60,104,-0.4,13,5,3.573468024868201,7.040774942776326,25.84665099531739,-0.6078553422772865,39258537694.225624,0.5746421267893661,1467
80,156,-0.6,13,3,3.5563519543030715,7.536799972517163,22.424438310188577,-0.5689775628425849,14284472814.364868,0.5742778541953233,1454
60,156,-0.4,13,3,3.550003080307299,6.4670582328449955,21.988685240257134,-0.6138915525489381,12428017254.326485,0.5781569965870307,1465
60,156,-0.2,13,3,3.54812464207024,6.863958739567601,23.06894105891453,-0.6679258193352188,17468681480.106472,0.5816326530612245,1470
40,52,-0.4,13,3,3.5478810580109528,8.140092061363802,37.90509325123499,-0.6039014705881554,614422046848.8265,0.5664621676891616,1467
40,104,-0.2,13,5,3.5310678700154576,7.461708383020881,37.86550169556185,-0.7712790376548716,609801384397.0593,0.5769754768392371,1468
40,52,-0.4,13,5,3.530409379846263,7.952796782744071,37.0814747550161,-0.6064662785506956,524287821668.1129,0.5657805044308112,1467
40,52,-0.2,13,3,3.516203202023774,7.410637407007169,30.53715673130811,-0.6797269448490044,129544823852.85175,0.5756130790190735,1468
40,52,-0.6,13,10,3.50237697242638,6.700181545693074,33.97304254295458,-0.641379694827928,278864875012.15796,0.5838466803559206,1461
60,52,-0.8,26,10,3.5020977578216756,15.053509021404807,4418.088550637385,-0.8572475584866075,1.0638023667777423e+27,0.6113776559287183,1459
60,104,-0.2,13,3,3.4904464485298488,6.622775918294202,20.795729376566815,-0.7068271620157116,8371809864.284113,0.5857142857142857,1470
20,156,-0.6,26,10,3.4800720269819454,9.454214432162184,852.2905515595953,-0.8863077240930105,5.388223455127979e+21,0.5648745519713262,1395
60,52,-0.2,13,3,3.4793804939905963,6.713070310948376,18.504330882855555,-0.6796621562950815,3674181224.8525395,0.5768707482993197,1470
20,156,-0.6,26,5,3.474129677632242,9.432998251352648,838.033924559525,-0.8863077240930106,4.755471094710689e+21,0.5648745519713262,1395
60,208,-0.2,13,3,3.473095660470479,6.748243257873699,20.10657145571075,-0.642134398272618,6597283125.367917,0.5769754768392371,1468
80,208,-0.2,26,10,3.4730163262867744,14.900448414399213,3904.833754855803,-0.7824168541915488,4.2591673072800426e+26,0.6446562287270252,1469
20,104,-0.6,26,3,3.467605424923636,8.904916717250831,556.2757268070623,-0.9247052971006378,2.2889607217075123e+20,0.5735294117647058,1428
40,52,-0.6,13,5,3.463601469026314,6.6426809573710175,32.01562321551971,-0.641379694827928,181944167427.13397,0.5804243668720055,1461
20,104,-0.6,26,5,3.454131481457436,8.858030249284411,535.6124431532454,-0.9247052971006378,1.7297267363451375e+20,0.5777310924369747,1428
60,52,-0.8,26,3,3.4538000944191922,15.126753484540016,3151.233186736031,-0.8194180622242759,8.691724912656384e+25,0.6009582477754962,1461
20,156,-0.6,26,3,3.453673747480097,9.36080678028052,788.7401790774712,-0.8863077240930105,3.0355518827389266e+21,0.5641577060931899,1395
20,104,-0.6,26,10,3.4530142396344323,8.857469842494314,534.1204585916172,-0.9247052971006378,1.694386521820468e+20,0.5777310924369747,1428
60,52,-0.8,26,5,3.44389036682373,14.905932237802109,3629.3634989389593,-0.8298988266574521,2.4764290032979268e+26,0.6084873374401095,1461
40,208,-0.2,13,10,3.441819560164404,7.288105905283314,32.59091288674571,-0.7494678883094743,206804979792.02817,0.5668485675306958,1466
40,208,-0.2,13,5,3.432156012237441,7.27754198492242,32.116990394282595,-0.7340114629214236,186126835074.21423,0.568212824010914,1466
40,208,-0.2,13,3,3.4286420596785105,7.188875663821055,31.993690411543938,-0.7251211082512865,181049943898.36502,0.5650988411724608,1467
80,208,-0.2,26,5,3.42766264836492,14.58311163254618,3406.4174284234914,-0.7921328174792278,1.5479412537272932e+26,0.641933287950987,1469
20,52,-0.4,52,3,3.4262008190005138,20.609985030456745,3470564.9980538283,-0.9887121357205799,3.0987138465114126e+48,0.6336971350613916,1466
20,52,-0.4,52,10,3.4250450676369466,20.247382051286383,3390465.3378196126,-0.9908434114340643,2.6061298092486548e+48,0.635743519781719,1466
20,52,-0.4,52,5,3.424564359567194,20.231235109990003,3377724.8422681633,-0.9910256221421669,2.5343914319103864e+48,0.635743519781719,1466
40,52,-0.6,13,3,3.4203258346691845,6.652914030575932,30.057016145557288,-0.6395395963779543,115616904098.58067,0.5770020533880903,1461
40,156,-0.2,13,10,3.415045726631833,7.193503634968806,34.33077475081662,-0.7099383400184256,300719952940.18353,0.5680272108843537,1470
40,156,-0.2,13,5,3.395157844859536,7.132753466501209,33.22395065847823,-0.7225005089464736,237507317211.88367,0.5659863945578232,1470
40,104,-0.4,13,10,3.389197622016115,7.083138654940127,34.67342002415371,-0.7458133261201239,323027193910.4352,0.5589041095890411,1460
40,104,-0.2,13,3,3.38547098034122,7.010313786955799,29.293728390201803,-0.7525621568435078,96138458395.72633,0.5742506811989101,1468
80,208,-0.2,26,3,3.368439307446243,14.174778996644703,2750.5544432328334,-0.81526434885109,3.1723115499544324e+25,0.6385296119809394,1469
40,104,-0.4,13,5,3.3666169316766568,6.944418295193048,32.93853670946378,-0.7402820486621469,223209002781.44116,0.5575342465753425,1460
60,104,-0.4,13,3,3.3616909775701282,6.5841912214189104,19.37622402438461,-0.6847263015022835,5081290036.199154,0.5739604635310157,1467
80,104,-0.2,13,3,3.3525829313273285,6.122191550276763,13.607920502578612,-0.6434793844144552,430898271.0327145,0.5829931972789115,1470
40,104,-0.4,13,3,3.3509968251908315,6.734407931574918,28.123976613733234,-0.7613444000325468,71796094289.411,0.5568493150684931,1460
40,156,-0.2,13,3,3.3427269234960533,6.924835484671581,30.14342083946077,-0.7544329246694935,118023119493.70467,0.5748299319727891,1470
40,104,-0.8,26,10,3.3426086560834674,9.095232256150961,535.3122614751367,-0.968502135023718,1.722565626635674e+20,0.5727871250914411,1367
60,104,-0.6,13,5,3.314505136844976,6.980260755527148,29.102299648416963,-0.6928452384651638,91724582959.73526,0.5639972621492129,1461
60,104,-0.6,13,10,3.306157362257193,7.0969007921754,30.38380575502593,-0.6615837221988548,124946742884.70619,0.5633127994524298,1461
20,52,-0.2,52,3,3.2829051540663348,21.85286000333716,8307897.313908088,-0.9829156204266941,2.003544656172029e+51,0.6439290586630286,1466
20,52,-0.2,52,10,3.281041623163958,21.541252826788057,8052434.235289859,-0.9862484272118247,1.5894053895167916e+51,0.6425648021828103,1466
20,52,-0.2,52,5,3.2808171906983805,21.54051514907324,8045904.246418809,-0.9862484272118247,1.579874157744834e+51,0.6425648021828103,1466
60,156,-0.8,26,10,3.2747120847103472,13.392149442723557,4789.109875790053,-0.7605054813540035,1.933967347178759e+27,0.6025917926565875,1389
60,104,-0.8,13,10,3.2738183033928228,5.574452274542284,31.38802126208892,-0.7471017165683498,157812352226.74527,0.5723684210526315,1368
20,208,-0.6,26,10,3.2644831292740144,9.242380548653903,482.19373724432654,-0.9639683688549948,7.949567879557408e+19,0.5470208183776023,1393
20,208,-0.6,26,3,3.2639049601588166,9.24655369823763,481.52597961850864,-0.9639683688549948,7.868476396192984e+19,0.5463029432878679,1393
20,208,-0.6,26,5,3.2612613779185007,9.236350030668106,477.8888774394533,-0.9639683688549948,7.439235018147853e+19,0.5470208183776023,1393
40,208,-0.2,52,10,3.258092828472317,29.183768944519343,355300814.8709859,-0.9738738814687337,2.482988661724301e+63,0.6480599046970729,1469
40,208,-0.2,52,5,3.258092828472317,29.183768944519343,355300814.8709859,-0.9738738814687337,2.482988661724301e+63,0.6480599046970729,1469
40,208,-0.4,13,10,3.254061353516519,6.298717468584662,29.72710707519145,-0.8079335741619407,106815515309.0953,0.5779753761969905,1462
60,104,-0.6,13,3,3.2466994811121537,6.810034188389465,26.850015151645174,-0.6801496102187174,51532375720.38699,0.5646817248459959,1461
40,208,-0.4,13,3,3.246283178989306,6.328362156748517,29.509156780184057,-0.8149780781793236,101324362227.64702,0.5745554035567716,1462
40,208,-0.4,13,5,3.241608923379339,6.257579339519461,29.2322954669241,-0.8178115508815593,94702371496.75453,0.5779753761969905,1462
60,156,-0.6,13,5,3.236566185478885,6.664969241231791,24.116012124425026,-0.6919307041955305,23953791811.624584,0.56,1450
60,156,-0.6,13,10,3.2249144262716767,6.64802248475411,23.78954832858164,-0.6580249200514099,21739364022.572124,0.56,1450
60,104,-0.8,13,5,3.221437825261996,5.608430360300803,31.57624394767052,-0.731566588168727,164740076742.66846,0.570906432748538,1368
60,104,-0.8,13,3,3.211318708263319,5.6415480996101985,31.29281807428243,-0.7249575659889614,154405330915.8016,0.5738304093567251,1368
60,156,-0.8,26,5,3.2109438084888398,13.519231240872159,4537.011152162486,-0.7612932363186158,1.2952890359036116e+27,0.6033117350611951,1389
60,156,-0.8,13,10,3.2016858500254557,7.1198187254036736,54.05244493080027,-0.7102900354142655,8059196662581.094,0.5723930982745686,1333
60,156,-0.8,26,3,3.1887718355266528,13.121577933458422,4098.452544266615,-0.7981162715423575,6.0969211168490016e+26,0.597552195824334,1389
60,156,-0.8,13,5,3.186483491762937,7.12525872836868,51.92875342871744,-0.7387115011428622,6020357211349.351,0.5701425356339085,1333
60,208,-0.6,13,5,3.1846618410903162,6.704957682616623,25.219194059007055,-0.7817501356409912,32944698430.96387,0.5584594222833562,1454
20,104,-0.2,13,10,3.1767115285984784,6.6234973676003195,26.761895060711172,-0.7555788265903483,50335679393.83059,0.5644718792866941,1458
60,156,-0.8,13,3,3.1719954748474355,6.99952527361753,49.81188938723137,-0.7633997705067191,4448335553651.487,0.5761440360090022,1333
20,104,-0.2,13,5,3.1701941436598045,6.622171871417307,26.538164898524364,-0.7555788265903481,47404760468.02993,0.5637860082304527,1458
60,208,-0.6,13,10,3.163645395168568,6.649936082051032,24.284106889289006,-0.767339730051081,25168215621.950935,0.5570839064649243,1454
40,208,-0.2,52,3,3.159583238604866,29.40725564179928,355452066.10222995,-0.9741054069770974,2.4908361170478183e+63,0.6507828454731109,1469
60,156,-0.6,13,3,3.156516500612642,6.386626799102179,21.445551816315433,-0.7026246846412815,10409142816.597115,0.5620689655172414,1450
80,208,-0.6,13,10,3.1344692499876783,8.018258739092166,29.76422912828166,-0.5701588165811866,107775990546.61841,0.5716244002741604,1459
60,208,-0.6,13,3,3.1236808683169,6.347793115139041,21.507889406757762,-0.8040327618764096,10625396485.793543,0.5639614855570839,1454
80,208,-0.6,13,5,3.1162057233362774,7.969158562193402,29.54555993280698,-0.5902615417438652,102224156824.40877,0.5784784098697738,1459
80,208,-0.4,26,10,3.1038738497212304,16.580874556421115,8330.46369376761,-0.7148565126301974,1.1711689972017167e+29,0.6473791695030633,1469
80,208,-0.4,26,5,3.0846640489881363,16.498138311232026,7770.755353376823,-0.7571819613307268,6.9935478199020375e+28,0.6473791695030633,1469
20,104,-0.2,13,3,3.0806977180286395,6.374690293450936,23.269297142127655,-0.7544444005260611,18576012058.76908,0.5589849108367627,1458
40,104,-0.8,26,5,3.0765070348173613,9.782973838222997,681.0148385135604,-0.9696362448226881,1.0233650809198836e+21,0.5742501828822238,1367
80,208,-0.6,13,3,3.060908672085904,7.613257460097826,26.651024906669015,-0.6575925436921572,48864240947.23738,0.5784784098697738,1459
80,208,-0.4,26,3,3.0387895599282704,16.51549249972018,6655.944432391173,-0.7522285033920837,2.218923910280959e+28,0.6432947583390062,1469
20,208,-0.2,13,3,3.0332679582277526,6.560400106247252,24.579413918787946,-0.7060238303652371,27430992664.693813,0.5390463026952315,1447
40,104,-0.8,26,3,3.028813271582495,9.617631296491473,590.0709890467675,-0.9696360976442564,3.5417124129654637e+20,0.5713240673006583,1367
20,208,-0.2,13,5,3.018960694055399,6.548790780147993,23.956766254224902,-0.7090132225847809,22850397747.7201,0.5411195577055978,1447
20,208,-0.2,13,10,3.0062068545772047,6.499755448730822,23.510061222575594,-0.7134099197671144,19986566444.222736,0.5411195577055978,1447
40,156,-0.4,13,10,2.95981485033825,5.048317170636825,17.457474270927825,-0.8929091305211311,2440775036.326995,0.5646817248459959,1461
60,52,-0.8,13,10,2.9581303788165467,5.184910929660419,17.335309494028003,-0.7499943109943795,2323513988.1980867,0.5564912280701755,1425
40,156,-0.4,13,5,2.958088242631167,5.043698958699538,17.428774559212197,-0.8920371540814692,2412777072.6789017,0.5646817248459959,1461
60,52,-0.8,13,3,2.955882555790313,5.470385848323369,18.47472005375111,-0.7287949487134809,3633026030.257342,0.5521343596920923,1429
60,52,-0.8,13,5,2.9167011726324086,5.114337242439441,16.511305273508704,-0.7280641847211902,1652295603.5277941,0.5582047685834503,1426
20,52,-0.2,13,3,2.916547736826477,6.1650788425481675,15.7390375382601,-0.7374264080434974,1182660500.4024086,0.5495557074504442,1463
20,52,-0.6,52,10,2.9020962181442918,21.747736717357665,4502837.940618858,-0.9952355857620724,2.1360585902132908e+49,0.6225255972696245,1465
20,52,-0.6,52,3,2.9019690933952873,21.77117115008051,4497272.066865381,-0.9952425265479725,2.1165602634288864e+49,0.6238907849829352,1465
20,52,-0.6,52,5,2.9018833534321904,21.740621041252783,4501138.592725121,-0.9952355857620724,2.1300890362353563e+49,0.6225255972696245,1465
80,156,-0.4,8,10,2.898298832174974,4.939521069465244,4.214907850535368,-0.38991671982937537,207843.36507212245,0.5662568306010929,1464
80,52,-0.4,8,10,2.8974729012041633,4.929484403301837,3.6154026245681896,-0.40955729125183493,84044.85423369403,0.5619891008174387,1468
80,52,-0.6,8,10,2.880088580078821,4.726340887208311,3.1789892159357462,-0.4387575253517073,40241.44093475929,0.5761092150170648,1465
40,156,-0.4,13,3,2.8697786538028627,4.8684592242163385,15.187224326872943,-0.8861512224800356,922411903.5719109,0.5633127994524298,1461
40,208,-0.6,13,5,2.84748848115051,5.587356520533263,25.004925802456455,-0.8969625325442397,31000148040.40067,0.5645161290322581,1426
20,52,-0.2,13,5,2.8415130848965195,5.9800375304618765,14.294838966975558,-0.7564998349305346,605807055.2314774,0.5488721804511278,1463
20,52,-0.4,13,5,2.839676232550312,6.540653105487188,19.481816176919533,-0.6363186396816851,5279792314.571306,0.5462645647703906,1459
40,208,-0.6,13,10,2.8391007691246086,5.569281750717108,24.67888929149147,-0.8969625325442397,28231832385.945766,0.5624123422159888,1426
20,104,-0.4,13,10,2.8363017104213593,5.823292990079563,19.00646098438369,-0.8913561959113102,4436152024.575303,0.544574982722875,1447
20,52,-0.2,13,10,2.834969394375933,5.942097390836012,14.201640811184541,-0.7745803775516967,578967289.1321754,0.5502392344497608,1463
40,208,-0.6,13,3,2.8344895546904993,5.560222393389929,24.80240180401127,-0.8985159634687684,29254272493.040886,0.5610098176718092,1426
20,52,-0.4,13,10,2.831719014318255,6.467939946272039,19.19450141179848,-0.642158597367161,4754763260.750018,0.5455791638108294,1459
20,104,-0.4,13,5,2.8290276316313663,5.8095589550097255,18.76467767642217,-0.8913561959113103,4053741066.6907597,0.5452660677263304,1447
20,104,-0.4,13,3,2.8240488851809005,5.723488440179001,18.06749837135165,-0.8883141145801481,3106172472.615196,0.5431928127159641,1447
80,52,-0.4,13,3,2.822054396579283,7.901735410950567,20.172472107241887,-0.5701500558122257,6751540883.673305,0.5881552076242341,1469
80,156,-0.2,8,10,2.8151405991662375,4.72733152124364,3.840079961848458,-0.4474136005200835,119553.2844840356,0.5653061224489796,1470
40,104,-0.6,13,3,2.814982955514666,6.795588699737605,30.88213657655012,-0.8329682281493687,140427061449.05045,0.5608391608391609,1430
20,52,-0.4,13,3,2.813972550146858,6.707382424189603,18.933210820432134,-0.6527202793545326,4317135446.861513,0.542837559972584,1459
40,104,-0.6,13,5,2.802531706406898,6.663629839463905,29.492652141533114,-0.834418785651674,100918671817.09448,0.558041958041958,1430
40,52,-0.8,26,3,2.8009097476476987,13.876849933963609,4006.418381010926,-0.8711156073056547,5.1522724559370914e+26,0.5861111111111111,1440
60,52,-0.4,8,10,2.799858221720219,4.923852780790453,3.947306496207422,-0.49692664081124316,140642.54228969806,0.5521472392638037,1467
40,52,-0.8,26,10,2.7888727825853246,12.913354716931325,3381.6890978629335,-0.9147113517714363,1.4665665436944408e+26,0.5781792911744267,1439
40,52,-0.8,26,5,2.7839841718658285,13.56632303228165,3509.475430682282,-0.9024861500841777,1.930622471662708e+26,0.5795691452397498,1439
80,52,-0.6,8,5,2.783295933837095,4.8283050209454395,2.957043268654267,-0.44050644304786224,26850.391757286856,0.5620736698499318,1466
80,104,-0.2,8,10,2.7815828132735128,4.379771498091281,3.5877253786781553,-0.5150853875391167,80379.24681838111,0.5789115646258504,1470
40,156,-0.6,13,10,2.770802044091796,5.323034621883542,16.22439439149867,-0.7400691751456348,1461823223.0798962,0.5442415730337079,1424
40,156,-0.8,26,10,2.763469054400831,9.875333489660637,1469.921903421333,-0.9384420428188754,3.0536970411852376e+23,0.5875663381349507,1319
20,208,-0.2,26,3,2.7424738642664295,11.765768510794468,1300.2483777870245,-0.9043508217305312,1.230772414642159e+23,0.5765271105010296,1457
20,208,-0.2,26,10,2.7419134756028565,11.802792540698075,1300.0642872828453,-0.90498504821437,1.229482056288357e+23,0.574468085106383,1457
20,208,-0.2,26,5,2.7419134756028565,11.802792540698075,1300.0642872828453,-0.90498504821437,1.229482056288357e+23,0.574468085106383,1457
80,52,-0.2,8,10,2.741877119221273,4.438830883239439,3.1339742361489398,-0.49331194111010357,37136.46105126669,0.5659863945578232,1470
80,156,-0.4,8,5,2.7417875098130415,4.669798875853846,3.754708423001012,-0.4566570849894003,104775.57133397787,0.5601092896174863,1464
40,104,-0.6,13,10,2.738194862815716,6.801946351803621,30.79502655942493,-0.8344871935748994,137607208016.21155,0.5601398601398602,1430
60,52,-0.2,8,5,2.736052569507045,4.756601393439489,3.519621520357884,-0.5064213364653875,71942.60511903616,0.5591836734693878,1470
40,156,-0.6,13,5,2.735485744574815,5.234018508158011,15.314989881056789,-0.7586092930867825,977776905.8202655,0.5442415730337079,1424
60,52,-0.4,8,5,2.735242744491236,4.91307371446633,3.6681410401280647,-0.45893821358283593,91431.428531608,0.5514655760054533,1467
80,104,-0.4,8,10,2.725145148996951,4.437000677984728,3.7502372421153396,-0.5033462216357842,104047.26939388887,0.5619891008174387,1468
80,208,-0.4,8,10,2.714686521805731,4.769969289750809,3.9905883435399803,-0.44069681669576133,150025.10224350757,0.569188820722563,1467
60,156,-0.4,8,10,2.714565907861247,4.831346904146599,4.297725844429784,-0.44879585500151364,233598.42191906736,0.5659603554340397,1463
40,156,-0.8,26,5,2.7131030222887578,10.107466999990987,1448.7041810090982,-0.9384420428188754,2.741835023207583e+23,0.5845337376800607,1319
60,52,-0.2,8,10,2.712808297524451,4.553198512496539,3.665176376913644,-0.500561750300326,91001.78759832903,0.5680272108843537,1470
80,156,-0.6,8,10,2.7109449842369604,4.665031151460923,4.06097918034882,-0.5182757512623019,166441.9231063068,0.5664143152099105,1453
